Model,Model_ID,Type,Domain,Accuracy,Precision_Pos,Recall_Pos,F1_Pos,F1_Weighted,ROC_AUC,PR_AUC
PubMedBERT,microsoft/BiomedNLP-BiomedBERT-base-uncased-abstract-fulltext,Transformer,Biomedical (pre-trained from scratch on PubMed + PMC),0.6905817174515235,0.32621199671322926,0.5720461095100865,0.41548927263212976,0.7176816135977926,0.7068395377980179,0.40027221200883345
