Model,Model_ID,Type,Domain,Accuracy,Precision_Pos,Recall_Pos,F1_Pos,F1_Weighted,ROC_AUC,PR_AUC
DistilBERT,distilbert-base-uncased,Transformer,General English,0.6568115942028986,0.31761442441054094,0.6960486322188449,0.4361904761904762,0.6928463768115941,0.7282302453383962,0.4235280772401756
